solar_irradiance,battery_charge,energy_use,feedwater_salinity,pressure,freshwater_output,system_efficiency,status
0.0,0.0,90.05842118762203,3871.5441247080716,26.438314359537067,-189.3344066530332,100.0,0.0
165.5448164371249,92.62884128085446,-169.76470251096137,4669.366357047297,117.62641670341591,328.2499775609733,100.0,1.0
408.13612487089597,100.0,409.7772979453605,3401.164900019221,268.93877693684954,203.5193854875789,100.0,0.0
441.0349825397628,100.0,270.61393429950647,3930.5132630293633,213.65316641883226,78.39147701870515,100.0,0.0
39.19510062690509,100.0,351.97199716468305,3332.791602673419,571.5463460581947,387.8091583450712,100.0,0.0
79.58226010018724,100.0,387.56538725374986,4058.2167964172368,309.0606743946162,946.1277562490802,2.8009721283277003,0.0
254.80515956112464,100.0,434.5693257870327,4056.8576702766127,65.28177650352805,223.65194684091992,100.0,0.0
400.2101778423713,100.0,93.57209587254236,3545.461352927515,310.2484178543814,401.21009814228523,0.8097392609212619,0.0
135.50934983901078,100.0,-248.62107187209634,4623.285065044931,-163.5849351773028,304.0079338770028,100.0,1.0
0.0,100.0,756.1777351272053,5551.251694837165,285.4483661928299,226.80694644913578,100.0,1.0
287.805355856769,100.0,291.3148924207338,3891.284406228553,-261.2236559086198,358.08186761619896,100.0,0.0
306.07091999490507,0.0,154.0884270746125,4494.678966613605,35.33984150904415,96.13545837998555,100.0,1.0
185.2497484698427,100.0,130.3600888157448,4748.629168309402,306.6358217221549,227.12733181799769,100.0,1.0
574.2308373702954,100.0,229.5627788022119,5254.345898361179,261.27628922890233,251.4002277449141,100.0,1.0
544.0560812527286,100.0,-129.09056362987522,3311.9802329906306,866.9747194023851,206.04769305403525,100.0,0.0
0.0,100.0,-27.27599146287773,6098.2594846758275,-170.15336579600284,87.13767145974184,90.55647872455879,1.0
0.0,100.0,28.368514895033524,3612.052803581221,444.65993237834675,104.1920942600142,100.0,0.0
356.0805357211656,100.0,-249.16285300903584,4290.248333277435,297.72259996915295,24.231468273955425,12.30199292738623,1.0
120.62514718701972,100.0,308.7063774241863,3878.2409331389276,147.8141076669833,491.16933199985743,100.0,0.0
518.5485448973407,100.0,245.03252509427242,3501.3157101323472,-22.11489153892127,-91.83371513423818,100.0,0.0
0.0,100.0,85.66381511910606,3969.4413399599825,184.0600479195687,188.8448686691186,100.0,0.0
322.7711707680968,100.0,-30.378295299004186,3736.134807535115,-58.94453962634054,215.09735326986376,100.0,0.0
164.95790462527236,100.0,59.33767199700881,3484.5255131094427,-86.03099373400991,79.87533649110658,0.0,0.0
197.15046117414497,100.0,597.9551540707646,3173.6429779744,2.1415478233817353,172.05226092365785,100.0,0.0
118.63543331611264,100.0,-9.154629903512689,3803.374863759093,128.17608397435134,140.16099588229173,100.0,0.0
91.91988548551005,100.0,144.32588635665655,3248.977479753251,323.7536902488241,326.1929681308116,100.0,0.0
51.69520868937509,43.96842805663281,441.2619837954168,5035.898212607736,341.0567626178574,273.7808891361015,100.0,1.0
33.3528833922536,100.0,-55.828515587134305,4790.6957054633285,267.0354860294603,-31.971344995017574,100.0,1.0
293.61496761701216,100.0,448.3304516650304,3546.2325077366454,552.6975130130086,187.326588061622,100.0,0.0
354.20421699462185,35.42941233945464,434.14710464689284,3778.9498999580983,371.69194089136295,24.212355228944748,100.0,0.0
441.68220806569076,100.0,380.2630301873074,4905.916067876264,115.22062546214485,145.0857208111734,100.0,1.0
71.52216993579385,100.0,110.49750454969528,3927.53654382671,636.2101838938427,363.8089384325337,100.0,0.0
157.31929176656894,100.0,236.97072882027686,3552.899882486857,113.34738022514202,-147.38529989184784,100.0,0.0
364.8927722917575,100.0,684.365772481003,3730.2844638949146,577.6469357605592,253.3403267872596,100.0,0.0
258.7530564997444,100.0,579.4902673859817,3426.2786881343495,652.3347770941175,479.335871958534,100.0,0.0
0.0,100.0,92.3294031939532,3486.6058510867374,95.82597750341583,476.7119124799683,0.0,0.0
237.6013490034907,100.0,266.7046521895438,3138.7140434855733,509.11707468761915,75.71896288056183,100.0,0.0
180.69678918852344,100.0,483.3971515433971,3691.4162115929057,493.5153716851714,-166.54339495065034,100.0,0.0
257.5544798903912,100.0,152.895798372556,4801.045038119339,397.41637550382893,47.58507735439487,100.0,1.0
363.7401883259992,100.0,-84.33721290435102,3538.788779299559,356.44356726879255,185.86632131884053,100.0,0.0
143.42888263814623,100.0,118.4802643530435,4231.741033577573,491.7321327982414,333.70898182831274,100.0,0.0
389.75547200657945,100.0,95.48848134723796,3799.061285927108,199.84215484212464,401.92202820675345,100.0,0.0
175.3832536609314,100.0,569.4832708992767,4388.361263069047,315.029365650346,364.0107018980229,100.0,1.0
220.88340814142725,100.0,392.0073975667181,5090.424886306838,-76.96255971394518,-152.6143660369003,100.0,1.0
257.46172079664433,100.0,153.8896030526086,3624.023803100982,322.21108450557784,325.80622967971203,0.0,0.0
478.44749619077845,100.0,190.05174178163043,4855.75022367057,37.059365830976425,-164.45927932480936,100.0,1.0
0.0,100.0,122.249332908679,3899.4845784807426,867.61328362689,146.18908354452782,100.0,0.0
144.66538231331853,100.0,210.50508855938727,3962.869048826619,289.75256155897074,134.0511677740299,100.0,0.0
128.93262883304155,100.0,354.016549509116,5305.361364700333,682.03886875406,192.08980725444738,0.0,1.0
343.74291999456335,55.952222504698696,426.24521555726204,5550.03823062592,297.24933401969895,275.2332977166051,100.0,1.0
189.74354419020548,3.5534095579210714,304.4162955957409,3079.3043092960165,-78.03911161012664,437.9895512777532,100.0,0.0
221.9926625715672,100.0,-88.73167038337023,5312.460621489997,569.6868964808839,118.1967051211069,100.0,1.0
33.3567614319697,100.0,298.51709598082886,5017.0817530406175,66.25104983926546,148.57250470249113,100.0,1.0
157.79608970152987,0.0,477.38355605068705,3581.202760939529,98.42540631959093,71.78174979379278,43.43474861722642,0.0
404.05553951162375,100.0,411.837045534313,4147.887373569227,509.4355054882438,253.03670741830672,100.0,0.0
409.54290143409065,100.0,66.61716234466394,3918.718433328058,531.3077464923157,97.72749200866913,100.0,0.0
122.15963019812548,100.0,488.3288195973463,4057.8484946249455,-115.19830949499168,7.82048094721908,100.0,0.0
29.889825349552126,100.0,165.60961208775757,3722.5869514397677,-2.8322017188702233,296.4570060283949,90.93013979456647,0.0
239.7732892129875,100.0,273.0612204689306,3314.3751051563645,563.4511020910995,500.4150351600887,100.0,0.0
101.93228275630096,100.0,315.4301981518407,3869.7498024628035,96.61856482345209,172.1157217264234,100.0,0.0
309.5309321869993,100.0,479.33537311975135,3667.005317211118,283.0459838416996,350.994939040859,100.0,0.0
265.7646244294093,100.0,281.9638870150952,4012.192899242557,86.89034663179294,120.31994914363132,100.0,0.0
0.0,100.0,241.91487637402682,5399.461689325461,501.20572361599807,193.3366106085473,100.0,1.0
28.068734464481192,100.0,474.22904511504515,5796.474318853856,196.5463937074535,141.6746215240053,100.0,1.0
85.54439504195292,50.28852226112118,261.5529773007395,5399.484743600648,177.85492138413113,523.4351246667749,100.0,1.0
31.658498513477316,100.0,129.70631163690447,3375.3145340576407,561.522325742382,266.99937597775954,100.0,0.0
316.4991961094499,72.631802646599,719.0013294247757,4314.972051121165,131.3566904154919,179.03252690528015,100.0,0.0
236.0777037710365,100.0,309.80361412462037,5947.851057262123,97.87445195080889,284.3949766918398,83.23671746063995,1.0
259.5292850509933,100.0,27.24128361551009,3826.786292907218,266.453187220979,486.90392816461696,55.28524373738579,0.0
141.85492124488857,100.0,574.8135177575257,3747.71982369761,388.75426335549525,321.1147851732976,100.0,0.0
345.94872627673135,100.0,363.3435033976484,3289.242213736642,244.27346536485044,55.12751210169268,100.0,0.0
365.3361189998263,100.0,330.9266984279979,3622.4117595486614,350.7870420534813,172.7103353952411,96.95187642937344,0.0
376.58030127066115,0.0,146.06907458961948,4048.1301622879864,309.4560916453801,169.87555740204564,100.0,0.0
476.043364962645,100.0,300.3128919226874,3483.792086316359,498.5275225699989,435.06836813702273,100.0,0.0
320.14223319470983,0.0,191.9067864864137,3366.644705371042,-92.83160002292598,-172.52015419716136,100.0,0.0
562.1913388811279,100.0,322.4052308222166,4826.076119905126,231.43771841145497,485.89301745772394,3.8802853868887297,1.0
9.150713409080714,100.0,437.5306107918088,5278.665530046012,-25.643450443714457,411.651924212313,60.89470860551951,1.0
241.99190121975107,100.0,-78.35715170810724,3947.1562466660043,64.363638768037,76.92985668510174,100.0,0.0
498.7448204971879,77.53562120760013,438.36913187279436,3933.0632541617206,237.52819841630992,192.92107607117723,100.0,0.0
